O-D,Player,Player_ID,Team,Injury Description,Body Part,Body Zone,Severity,Incident Date,Year,Games Missed,Games On Injury Report,Surgery,Recovery Timetable,Injured Reserve
O,Tavon Austin,TA-1050,,undisclosed injury,leg,lower body,Low Severity,Preseason,2022,,,,,
D,Tycen Anderson,TA-4994,Cincinnati Bengals,hamstring strain,hamstring,lower body,Medium Severity,Preseason,2022,4,4,,,IR
D,Tony Brown,TB-0105,,concussion,head,upper body,Low Severity,Week 5,2022,,1,,,
D,Tony Brown,TB-0105,,hamstring strain,hamstring,lower body,Low Severity,Week 8,2022,1,1,,,
D,Tarell Basham,TB-0625,Tennessee Titans,thigh strain,quad,lower body,Low Severity,Week 1,2022,4,4,,,IR
O,Tyler Biadasz,TB-1193,Dallas Cowboys,ankle sprain,ankle,lower body,Low Severity,Week 17,2022,1,1,,,
D,Tyus Bowser,TB-2025,Baltimore Ravens,surgery rehabilitation,achilles,lower body,Low Severity,Preseason,2022,,,,,
O,Tyler Boyd,TB-2075,Cincinnati Bengals,finger dislocation,finger,upper body,Low Severity,Week 14,2022,,1,,,
O,Teddy Bridgewater,TB-2650,Miami Dolphins,concussion,head,upper body,Low Severity,Week 5,2022,,,,,
O,Teddy Bridgewater,TB-2650,Miami Dolphins,knee sprain,knee,lower body,High Severity,Week 6,2022,8,8,,,
O,Teddy Bridgewater,TB-2650,Miami Dolphins,dislocated pinky finger,finger,upper body,Low Severity,Week 17,2022,,2,,,
O,Trent Brown,TB-3250,New England Patriots,ankle sprain,ankle,lower body,Low Severity,Week 1,2022,,1,,,
D,Taven Bryan,TB-3450,Cleveland Browns,hamstring strain,hamstring,lower body,Low Severity,Week 3,2022,1,2,,,
O,Treylon Burks,TB-8372,Tennessee Titans,undisclosed injury,leg,lower body,Low Severity,Preseason,2022,,,,,
O,Treylon Burks,TB-8372,Tennessee Titans,turf toe,toe,lower body,Medium Severity,Week 4,2022,4,4,,,IR
O,Treylon Burks,TB-8372,Tennessee Titans,concussion,head,upper body,Low Severity,Week 13,2022,2,3,,,IR
O,Treylon Burks,TB-8372,Tennessee Titans,groin strain,groin,lower body,Low Severity,Week 17,2022,,1,,,
D,Tariq Carpenter,TC-0111,Green Bay Packers,abdomen strain,abdomen,upper body,Low Severity,Week 4,2022,,1,,,
O,Tory Carter,TC-0114,,neck strain,neck,upper body,Medium Severity,Week 6,2022,3,3,,,
O,Trenton Cannon,TC-0325,Tennessee Titans,ACL tear,knee,lower body,High Severity,Week 2,2022,15,15,ACL reconstruction surgery,4-6 months,IR
O,Tyrie Cleveland,TC-1675,Denver Broncos,hamstring strain,hamstring,lower body,Low Severity,Week 3,2022,1,2,,,
O,Tyrie Cleveland,TC-1675,Denver Broncos,groin strain,groin,lower body,Low Severity,Week 7,2022,1,1,,,
O,Tarik Cohen,TC-1975,,achilles tendon tear,achilles,lower body,High Severity,Preseason,2022,17,17,Achilles tendon repair surgery,6-9 months,IR
O,Tom Compton,TC-2350,Denver Broncos,back strain,back,upper body,High Severity,Preseason,2022,12,12,back repair surgery,,
O,Tykevious Chandler,TC-9949,Minnesota Vikings,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
O,Tykevious Chandler,TC-9949,Minnesota Vikings,thumb fracture,thumb,upper body,High Severity,Week 5,2022,10,10,,,IR
D,Trevor Denbow,TD-0114,,undisclosed injury,leg,lower body,Medium Severity,Preseason,2022,4,4,,,IR
D,Tae Davis,TD-0475,Cleveland Browns,undisclosed injury,leg,lower body,High Severity,Preseason,2022,17,17,,,IR
O,Taylor Decker,TD-0950,Detroit Lions,groin strain,groin,lower body,Medium Severity,Week 8,2022,,1,,,
D,Tyrel Dodson,TD-1625,Buffalo Bills,muscle soreness,leg,lower body,Low Severity,Preseason,2022,,,,,
D,Troy Dye,TD-2700,Minnesota Vikings,foot strain,foot,lower body,Low Severity,Preseason,2022,,,,,
O,Tyrion Davis-Price,TD-4731,San Francisco 49ers,high-ankle sprain,ankle,lower body,Medium Severity,Week 2,2022,3,3,,,
O,Tommy Doyle,TD-9494,Buffalo Bills,foot strain,foot,lower body,Low Severity,Preseason,2022,1,1,,,
O,Tommy Doyle,TD-9494,Buffalo Bills,ACL tear,knee,lower body,High Severity,Week 3,2022,14,14,ACL reconstruction surgery,4-6 months,IR
D,Terrell Edmunds,TE-0006,Pittsburgh Steelers,concussion,head,upper body,Low Severity,Week 4,2022,1,1,,,
D,Tremaine Edmunds,TE-0012,Buffalo Bills,hamstring strain,hamstring,lower body,Low Severity,Week 4,2022,1,1,,,
D,Tremaine Edmunds,TE-0012,Buffalo Bills,groin strain,groin,lower body,Low Severity,Week 9,2022,3,3,,,
D,Tremaine Edmunds,TE-0012,Buffalo Bills,heel strain,heel,lower body,Low Severity,Week 9,2022,,,,,
O,Travis Etienne,TE-9919,Jacksonville Jaguars,foot sprain,foot,lower body,Low Severity,Week 12,2022,,1,,,
D,Tre Flowers,TF-0725,Cincinnati Bengals,hamstring strain,hamstring,lower body,Low Severity,Week 8,2022,1,2,,,
D,Tre Flowers,TF-0725,Cincinnati Bengals,hamstring strain,hamstring,lower body,Low Severity,Postseason,2022,1,1,,,
D,Trey Flowers,TF-0750,Miami Dolphins,foot sprain,foot,lower body,Medium Severity,Week 6,2022,4,4,,,IR
D,Tipa Galeai,TG-0125,Green Bay Packers,hamstring strain,hamstring,lower body,Low Severity,Week 5,2022,1,1,,,
D,Ta'Quon Graham,TG-2035,Atlanta Falcons,MCL sprain,knee,lower body,Medium Severity,Week 11,2022,4,4,,,IR
D,Tyler Hall,TH-0111,Las Vegas Raiders,back strain,back,upper body,Low Severity,Week 13,2022,,1,,,
D,Trey Hendrickson,TH-1350,Cincinnati Bengals,stinger,neck,upper body,Low Severity,Week 7,2022,,,,,
D,Trey Hendrickson,TH-1350,Cincinnati Bengals,wrist fracture,wrist,upper body,Low Severity,Week 14,2022,1,1,,,
O,Tyler Higbee,TH-1550,Los Angeles Rams,ankle sprain,ankle,lower body,Low Severity,Week 5,2022,,1,,,
O,Tyler Higbee,TH-1550,Los Angeles Rams,knee sprain,knee,lower body,Low Severity,Week 11,2022,,1,,,
O,Tee Higgins,TH-1575,Cincinnati Bengals,concussion,head,upper body,Low Severity,Week 1,2022,,1,,,
O,Tee Higgins,TH-1575,Cincinnati Bengals,ankle sprain,ankle,lower body,Low Severity,Week 4,2022,,2,,,
O,Tee Higgins,TH-1575,Cincinnati Bengals,hamstring strain,hamstring,lower body,Low Severity,Week 14,2022,,1,,,
O,Taysom Hill,TH-1625,New Orleans Saints,rib injury,rib,upper body,Low Severity,Preseason,2022,1,1,,,
O,Taysom Hill,TH-1625,New Orleans Saints,back strain,back,upper body,Low Severity,Week 17,2022,,1,,,
D,Troy Hill,TH-1650,Los Angeles Rams,groin strain,groin,lower body,Medium Severity,Week 2,2022,4,4,,,IR
D,Troy Hill,TH-1650,Los Angeles Rams,groin strain,groin,lower body,Low Severity,Week 12,2022,,1,,,
D,Trysten Hill,TH-1675,Arizona Cardinals,knee sprain,knee,lower body,Low Severity,Week 16,2022,,,,,
O,Tyreek Hill,TH-1750,Miami Dolphins,quad strain,quad,lower body,Low Severity,Week 4,2022,,1,,,
O,T.J. Hockenson,TH-1875,Minnesota Vikings,hip strain,hip,lower body,Low Severity,Week 2,2022,,1,,,
D,Talanoa Hufanga,TH-2211,San Francisco 49ers,concussion,head,upper body,Low Severity,Week 6,2022,,1,,,
O,Travis Homer,TH-2337,Seattle Seahawks,knee sprain,knee,lower body,Low Severity,Week 12,2022,1,1,,,
O,Travis Homer,TH-2337,Seattle Seahawks,ankle sprain,ankle,lower body,Medium Severity,Week 16,2022,3,3,,,
D,Travin Howard,TH-2837,Los Angeles Rams,groin tear,groin,lower body,High Severity,Preseason,2022,7,7,groin repair surgery,,IR
D,Travin Howard,TH-2837,Los Angeles Rams,hip strain,hip,lower body,High Severity,Week 9,2022,7,7,,,
O,Tyler Huntley,TH-3050,Baltimore Ravens,shoulder tendinitis,shoulder,upper body,Low Severity,Preseason,2022,,,,,
O,Tyler Huntley,TH-3050,Baltimore Ravens,shoulder strain,shoulder,upper body,Low Severity,Week 15,2022,,1,,,
O,Tyler Huntley,TH-3050,Baltimore Ravens,wrist strain,wrist,upper body,Low Severity,Week 17,2022,1,2,,,
O,Tyree Jackson,TJ-0550,Philadelphia Eagles,ACL surgery rehabilitation,knee,lower body,High Severity,Preseason,2022,10,10,,,IR
O,Tyree Jackson,TJ-0550,Philadelphia Eagles,knee sprain,knee,lower body,Medium Severity,Week 15,2022,4,4,,,IR
D,Tony Jefferson,TJ-0950,New York Giants,foot sprain,foot,lower body,Medium Severity,Week 5,2022,4,4,,,IR
D,Taron Johnson,TJ-1250,Buffalo Bills,head injury,head,upper body,Low Severity,Week 17,2022,,,,,
O,Ty Johnson,TJ-2275,New York Jets,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,,,,
O,Taiwan Jones,TJ-2400,Buffalo Bills,knee sprain,knee,lower body,Low Severity,Week 7,2022,,1,,,
O,Teven Jenkins,TJ-3031,Chicago Bears,hip strain,hip,lower body,Low Severity,Week 9,2022,1,2,,,
O,Teven Jenkins,TJ-3031,Chicago Bears,neck strain,neck,upper body,Low Severity,Week 15,2022,1,1,,,
D,Teven Jenkins,TJ-3031,Chicago Bears,neck strain,neck,upper body,Medium Severity,Week 17,2022,1,1,,,IR
D,Travis Jones,TJ-8184,Baltimore Ravens,hyperextended knee,knee,lower body,Medium Severity,Preseason,2022,2,2,,,
O,Tyler Kroft,TK-0850,San Francisco 49ers,MCL sprain,knee,lower body,Medium Severity,Week 2,2022,4,4,,,
O,Tommy Kraemer,TK-7781,Detroit Lions,back strain,back,upper body,Low Severity,Preseason,2022,1,1,,,
D,Tyler Lancaster,TL-0275,,undisclosed injury,leg,lower body,High Severity,Preseason,2022,17,17,,,IR
O,Tyler Larsen,TL-0450,Washington Commanders,achilles strain,achilles,lower body,Medium Severity,Preseason,2022,4,4,,,IR
O,Tyler Larsen,TL-0450,Washington Commanders,back strain,back,upper body,Low Severity,Week 9,2022,,1,,,
O,Taylor Lewan,TL-0775,Tennessee Titans,severe knee sprain,knee,lower body,High Severity,Week 2,2022,15,15,,,IR
D,Terrell Lewis,TL-0787,,back strain,back,upper body,Low Severity,Week 12,2022,2,2,,,
D,Tyquan Lewis,TL-0950,Indianapolis Colts,concussion,head,upper body,Low Severity,Week 4,2022,1,1,,,
D,Tyquan Lewis,TL-0950,Indianapolis Colts,patellar tendon rupture,knee,lower body,High Severity,Week 8,2022,9,9,,,IR
O,Tyler Lockett,TL-1025,Seattle Seahawks,hamstring strain,hamstring,lower body,Low Severity,Week 6,2022,1,2,,,
O,Tyler Lockett,TL-1025,Seattle Seahawks,index finger fracture,finger,upper body,Low Severity,Week 15,2022,1,2,finger repair surgery,1-4 weeks,
O,Tyler Lockett,TL-1025,Seattle Seahawks,shin injury,shin,lower body,Low Severity,Week 17,2022,,1,,,
O,Tyler Linderbaum,TL-2307,Baltimore Ravens,LisFranc injury,foot,lower body,Medium Severity,Preseason,2022,,,,,
O,Trevor Lawrence,TL-9921,Jacksonville Jaguars,toe sprain,toe,lower body,Low Severity,Week 13,2022,,7,,,
O,Trey Lance,TL-9922,San Fransisco 49ers,right fibula fracture,ankle,lower body,High Severity,Week 2,2022,15,15,multiple fibula and ligament repair surgeries,6-9 months,IR
O,Trey Lance,TL-9922,San Fransisco 49ers,right ankle ligament strain,ankle,lower body,Medium Severity,Week 2,2022,,,,,
D,T.Y. McGill,TM-2050,San Francisco 49ers,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
D,Trent McDuffie,TM-2673,Kansas City Chiefs,concussion,head,upper body,Low Severity,Preseason,2022,,,,,
D,Terrance Mitchell,TM-2850,Tennessee Titans,hamstring strain,hamstring,lower body,Medium Severity,Week 15,2022,3,3,,,IR
D,Trevon Moehrig,TM-3020,Las Vegas Raiders,hip strain,hip,lower body,Low Severity,Week 1,2022,2,2,,,
O,Ty Montgomery,TM-3150,New England Patriots,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
O,Ty Montgomery,TM-3150,New England Patriots,knee sprain,knee,lower body,Low Severity,Preseason,2022,,1,,,
D,Tarvarius Moore,TM-3162,San Francisco 49ers,hamstring strain,hamstring,lower body,Low Severity,Week 3,2022,2,2,,,
D,Tarvarius Moore,TM-3162,San Francisco 49ers,knee sprain,knee,lower body,Low Severity,Week 13,2022,2,3,,,
O,Taylor Moton,TM-3350,Carolina Panthers,knee sprain,knee,lower body,Low Severity,Week 6,2022,,1,,,
O,Taylor Moton,TM-3350,Carolina Panthers,elbow strain,elbow,upper body,Low Severity,Week 9,2022,,1,,,
D,Trayvon Mullen,TM-3375,,toe sprain,toe,lower body,Low Severity,Preseason,2022,2,2,,,
D,Trayvon Mullen,TM-3375,,hamstring strain,hamstring,lower body,Medium Severity,Week 4,2022,3,3,,,
O,Terrace Marshall,TM-9961,Carolina Panthers,lower leg strain,leg,lower body,Low Severity,Preseason,2022,,,,,
O,Terrace Marshall,TM-9961,Carolina Panthers,shoulder strain,shoulder,upper body,Low Severity,Week 11,2022,,1,,,
O,Ty Nsekhe,TN-0650,Los Angeles Rams,ankle sprain,ankle,lower body,Low Severity,Week 11,2022,1,1,,,
D,Tre Norwood,TN-2633,Pittsburgh Steelers,hamstring strain,hamstring,lower body,Low Severity,Week 16,2022,2,2,,,
O,Tim Patrick,TP-0675,Denver Broncos,ACL tear,knee,lower body,High Severity,Preseason,2022,17,17,ACL reconstruction surgery,4-6 months,IR
O,Tyre Phillips,TP-1250,New York Giants,toe sprain,toe,lower body,Low Severity,Week 7,2022,,1,,,
O,Tyre Phillips,TP-1250,New York Giants,neck strain,neck,upper body,Low Severity,Week 11,2022,,1,,,
O,Trey Pipkins,TP-1525,Los Angeles Chargers,foot sprain,foot,lower body,Low Severity,Week 2,2022,,1,,,
O,Trey Pipkins,TP-1525,Los Angeles Chargers,knee sprain,knee,lower body,Low Severity,Week 5,2022,,1,,,
O,Trey Pipkins,TP-1525,Los Angeles Chargers,knee sprain,knee,lower body,Low Severity,Week 9,2022,1,1,,,
O,Trey Pipkins,TP-1525,Los Angeles Chargers,knee sprain,knee,lower body,Low Severity,Week 12,2022,2,3,,,
O,Tony Pollard,TP-1650,Dallas Cowboys,thigh strain,quad,lower body,Low Severity,Week 16,2022,1,1,,,
O,Tony Pollard,TP-1650,Dallas Cowboys,fibula fracture & high-ankle sprain,leg,lower body,High Severity,Postseason,2022,,,fracture repair surgery,3-4 months,IR
O,Trevor Penning,TP-7765,New Orleans Saints,turf toe,toe,lower body,High Severity,Preseason,2022,11,11,toe ligament repair surgery,4-6 weeks,IR
O,Teagan Quitoriano,TQ-0110,Houston Texans,knee strain,knee,lower body,Medium Severity,Preseason,2022,4,4,,,IR
O,Teagan Quitoriano,TQ-0110,Houston Texans,hyperextended knee and bruised quad,knee,lower body,Low Severity,Week 16,2022,1,1,,,
D,Taylor Rapp,TR-0075,Los Angeles Rams,rib strain,rib,upper body,Low Severity,Week 4,2022,1,1,,,
O,Terence Steele,TS-0105,Dallas Cowboys,neck strain,neck,upper body,Low Severity,Week 7,2022,,1,,,
O,Terence Steele,TS-0105,Dallas Cowboys,ACL and MCL tear,knee,lower body,High Severity,Week 14,2022,4,4,ACL & MCL reconstruction surgery,9-12 months,IR
D,Tim Settle,TS-1256,Buffalo Bills,calf strain,calf,lower body,Low Severity,Week 1,2022,1,2,,,
O,Tajae Sharpe,TS-1262,San Francisco 49ers,rib injury,rib,upper body,High Severity,Preseason,2022,17,17,,,IR
O,Trevor Siemian,TS-1450,Chicago Bears,oblique strain,oblique,upper body,High Severity,Week 12,2022,5,5,oblique repair surgery,4-6 months,IR
O,Trey Smith,TS-1966,Kansas City Chiefs,ankle sprain,ankle,lower body,Low Severity,Week 1,2022,,1,,,
O,Trey Smith,TS-1966,Kansas City Chiefs,pectoral strain,chest,upper body,Low Severity,Week 4,2022,1,1,,,
O,Tre'Quan Smith,TS-2425,New Orleans Saints,shoulder strain,shoulder,upper body,Low Severity,Preseason,2022,2,2,,,
O,Tyron Smith,TS-2700,Dallas Cowboys,avulsion fracture in left knee,knee,lower body,High Severity,Preseason,2022,13,13,fracture repair surgery,3-6 months,IR
O,Tyron Smith,TS-2700,Dallas Cowboys,hamstring tendon tear,hamstring,lower body,High Severity,Preseason,2022,,,,,
O,Tyler Smith,TS-2838,Dallas Cowboys,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
D,Taylor Stallworth,TS-3025,Houston Texans,calf strain,calf,lower body,Medium Severity,Week 14,2022,4,4,,,IR
D,Ty Summers,TS-3575,New Orleans Saints,oblique strain,oblique,upper body,Low Severity,Week 17,2022,1,1,,,
D,Tyler Shelvin,TS-8460,,wrist strain,wrist,upper body,Low Severity,Preseason,2022,,,,,
D,Tyreke Smith,TS-9173,Seattle Seahawks,undisclosed injury,leg,lower body,Low Severity,Preseason,2022,,,,,
O,Tua Tagovailoa,TT-0075,Miami Dolphins,back strain,back,upper body,Low Severity,Week 3,2022,,1,,,
O,Tua Tagovailoa,TT-0075,Miami Dolphins,concussion,head,upper body,Medium Severity,Week 4,2022,2,2,,,
O,Tua Tagovailoa,TT-0075,Miami Dolphins,ankle sprain,ankle,lower body,Low Severity,Week 13,2022,,,,,
O,Tua Tagovailoa,TT-0075,Miami Dolphins,concussion,head,upper body,Medium Severity,Week 16,2022,3,3,,,
D,Teair Tart,TT-0111,Tennessee Titans,ankle sprain,ankle,lower body,Low Severity,Week 13,2022,,1,,,
O,Trent Taylor,TT-0450,Cincinnati Bengals,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,1,,,
O,Trent Taylor,TT-0450,Cincinnati Bengals,hamstring strain,hamstring,lower body,Low Severity,Week 14,2022,,1,,,
O,Tyrod Taylor,TT-0500,New York Giants,back strain,back,upper body,Low Severity,Preseason,2022,,,,,
O,Tyrod Taylor,TT-0500,New York Giants,concussion,head,upper body,Low Severity,Week 4,2022,1,1,,,
D,Tavierre Thomas,TT-0950,Houston Texans,quad strain,quad,lower body,Medium Severity,Preseason,2022,4,4,,,IR
O,Trai Turner,TT-1850,Washington Commanders,quad strain,quad,lower body,Low Severity,Preseason,2022,,,,,
O,Trai Turner,TT-1850,Washington Commanders,knee sprain,knee,lower body,Low Severity,Week 12,2022,1,1,,,
O,Trai Turner,TT-1850,Washington Commanders,ankle sprain,ankle,lower body,Low Severity,Week 12,2022,,,,,
O,Tyquan Thornton,TT-2346,New England Patriots,clavicle fracture,clavicle,upper body,Medium Severity,Preseason,2022,4,4,,,IR
O,Tyquan Thornton,TT-2346,New England Patriots,knee strain,knee,lower body,Low Severity,Week 15,2022,,1,,,
O,Tommy Tremble,TT-9986,Carolina Panthers,hip strain,hip,lower body,Low Severity,Week 16,2022,,1,,,
D,Tanner Vallejo,TV-0050,Arizona Cardinals,knee sprain,knee,lower body,Low Severity,Week 16,2022,,2,,,
D,Tanner Vallejo,TV-0050,Arizona Cardinals,wrist strain,wrist,upper body,Low Severity,Week 17,2022,,,,,
D,Tershawn Wharton,TW-0111,Kansas City Chiefs,ACL tear,knee,lower body,High Severity,Week 5,2022,12,12,ACL reconstruction surgery,4-6 months,IR
D,Tracy Walker,TW-0152,Detroit Lions,achilles tendon tear,achilles,lower body,High Severity,Week 3,2022,14,14,Achilles tendon repair surgery,6-9 months,IR
D,T.J. Watt,TW-1137,Pittsburgh Steelers,pectoral tendon rupture,chest,upper body,High Severity,Week 1,2022,7,7,,,IR
D,T.J. Watt,TW-1137,Pittsburgh Steelers,rib strain,rib,upper body,Low Severity,Week 12,2022,,1,,,
O,Trevon Wesco,TW-1325,Chicago Bears,calf strain,calf,lower body,Low Severity,Week 14,2022,2,3,,,
D,Tre'Davious White,TW-1725,Buffalo Bills,ACL surgery rehabilitation,knee,lower body,Medium Severity,Preseason,2022,8,8,,,IR
O,Trent Williams,TW-2800,San Francisco 49ers,high-ankle sprain,ankle,lower body,Medium Severity,Week 3,2022,3,3,,,
O,Trent Williams,TW-2800,San Francisco 49ers,back strain,back,upper body,Low Severity,Week 12,2022,,1,,,
O,Tristan Wirfs,TW-3575,Tampa Bay Buccaneers,muscle cramps,ankle,lower body,Low Severity,Preseason,2022,,,,,
O,Tristan Wirfs,TW-3575,Tampa Bay Buccaneers,abdomen strain,abdomen,upper body,Low Severity,Week 1,2022,,1,,,
O,Tristan Wirfs,TW-3575,Tampa Bay Buccaneers,ankle sprain,ankle,lower body,Medium Severity,Week 12,2022,3,4,,,
O,Tristan Wirfs,TW-3575,Tampa Bay Buccaneers,knee sprain,knee,lower body,Low Severity,Week 12,2022,,,,,
O,Trill Williams,TW-7304,Miami Dolphins,ACL tear,knee,lower body,High Severity,Preseason,2022,17,17,ACL reconstruction surgery,4-6 months,IR
D,Travon Walker,TW-8793,Jacksonville Jaguars,ankle sprain,ankle,lower body,Low Severity,Week 14,2022,2,4,,,
D,Tre Walker,TW-9919,,undisclosed injury,leg,lower body,Low Severity,Preseason,2022,,,,,IR
O,Tylan Wallace,TW-9961,Baltimore Ravens,minor knee sprain,knee,lower body,Low Severity,Preseason,2022,,,,,
O,Tylan Wallace,TW-9961,Baltimore Ravens,hamstring strain,hamstring,lower body,Medium Severity,Week 12,2022,5,5,,,IR
O,Tylan Wallace,TW-9961,Baltimore Ravens,hamstring strain,hamstring,lower body,Medium Severity,Week 18,2022,1,1,,,IR
D,Tavon Young,TY-0250,,undisclosed injury,leg,lower body,High Severity,Preseason,2022,17,17,,,IR
D,Ugo Amadi,UA-0100,Kansas City Chiefs,neck strain,neck,upper body,Low Severity,Week 2,2022,1,1,,,
D,Ugo Amadi,UA-0100,Kansas City Chiefs,ankle sprain,ankle,lower body,Low Severity,Week 3,2022,1,1,,,
D,Vince Biegel,VB-0096,Baltimore Ravens,achilles tendon rupture,achilles,lower body,High Severity,Preseason,2022,17,17,Achilles tendon repair surgery,6-9 months,IR
D,Vinny Curry,VC-0400,New York Jets,hamstring strain,hamstring,lower body,Medium Severity,Preseason,2022,4,4,,,IR
D,Vinny Curry,VC-0400,New York Jets,elbow strain,elbow,upper body,Low Severity,Week 16,2022,1,1,,,
O,Van Jefferson,VJ-0150,Los Angeles Rams,reaggravated knee injury,knee,lower body,Medium Severity,Preseason,2022,6,7,minor knee cleanup procedure,4-6 weeks,IR
O,Velus Jones,VJ-3860,Chicago Bears,hamstring strain,hamstring,lower body,Medium Severity,Preseason,2022,3,4,,,
D,Von Miller,VM-0300,Buffalo Bills,ACL tear,knee,lower body,High Severity,Week 12,2022,6,6,ACL reconstruction surgery,4-6 months,IR
D,Vincent Taylor,VT-0162,Atlanta Falcons,achilles tendon tear,achilles,lower body,High Severity,Preseason,2022,17,17,Achilles tendon repair surgery,6-9 months,IR
D,Vita Vea,VV-0200,Tampa Bay Buccaneers,foot sprain,foot,lower body,Low Severity,Week 11,2022,,2,,,
D,Vita Vea,VV-0200,Tampa Bay Buccaneers,calf strain,calf,lower body,Medium Severity,Week 14,2022,3,5,,,
